cop,act_name,street,city,state,zip,lat,lon,phone,url1,url2,brand1,brand2,brand3,brand4,brand5,brand6
TRUE,Land Rover Princeton,1125 Route 206,Princeton,NJ,8540,40.3983984,-74.6508121,(888) 318-2498,www.princetonlandrover.com,,Land Rover,,,,,
TRUE,Land Rover Rancho Mirage,71377 Highway 111,Rancho Mirage,CA,92270-4110,33.74586,-116.418758,(888) 454-3489,www.landroverranchomirage.net,,Land Rover,,,,,
TRUE,Land Rover Richmond,11670 Midlothian Tpke,Midlothian,VA,23113,37.50505,-77.614284,(888) 353-1773,www.landroverrichmond.com,,Land Rover,,,,,
TRUE,Land Rover Roanoke,5000 Franklin Road SW,Roanoke,VA,24014,37.206337,-79.953375,(888) 251-7295,www.landroverroanoke.com,,Land Rover,,,,,
TRUE,Land Rover Roaring Fork,52876 Two Rivers Plaza Rd,Glenwood Springs,CO,81601,39.554636,-107.333606,(888) 708-4406,www.landroverroaringfork.com,,Land Rover,,,,,
TRUE,Land Rover Salt Lake City,155 South Frontage Road,Centerville,UT,84014,40.91779,-111.8905,(866) 291-2742,www.landrovercenterville.com,,Land Rover,,,,,
TRUE,Land Rover San Antonio,13660 IH-10 West,San Antonio,TX,78249,29.573263,-98.595889,,www.landroversanantonio.com,,Land Rover,,,,,
TRUE,Land Rover San Diego,9455 Clayton Dr.,San Diego,CA,92126,32.8951113,-117.1308943,(877) 629-6194,www.landroversandiego.com,,Land Rover,,,,,
TRUE,Land Rover San Juan,John F. Kennedy Ave.,San Juan,PR,922,18.38957,-66.05927,(866) 677-9812,www.landroversanjuan.com,,Land Rover,,,,,
TRUE,Land Rover San Juan Texas,601 E Expressway 83,San Juan,TX,78589,26.1949491,-98.1450122,(888) 559-8739,www.landroversanjuantx.com,,Land Rover,,,,,
TRUE,Land Rover Santa Barbara,401 S. Hope Avenue,Santa Barbara,CA,93105,34.435068,-119.74819,(888) 386-7881,www.landroversantabarbara.com,,Land Rover,,,,,
TRUE,Land Rover Santa Fe,2582 Camino Entrada,Santa Fe,NM,87507,35.63466,-106.0245,(877) 349-6840,www.landroversantafe.com,,Land Rover,,,,,
TRUE,Land Rover Shreveport,1221 East Bert Kouns,Shreveport,LA,71105,32.42037,-93.7213,(888) 692-0030,www.landrovershreveport.com,,Land Rover,,,,,
TRUE,Land Rover Solon,6137 Kruse Drive,Solon,OH,44139,41.39219,-81.43963,(888) 367-6145,www.landroversolon.com,,Land Rover,,,,,
TRUE,Land Rover South Bay,900 N. Pacific Coast Highway,Redondo Beach,CA,90277,33.85455,-118.3901,(888) 751-4992,www.landroversouthbay.com,www.landroversouthbay.net,Land Rover,,,,,
TRUE,Land Rover South Dade,16750 South Dixie Hwy,Miami,FL,33157,25.6141315,-80.3470636,(866) 413-7426,www.landroversouthdade.com,,Land Rover,,,,,
TRUE,Land Rover Southampton,355 Hampton Road,Southampton,NY,11968,40.89219,-72.37975,(877) 833-0997,www.landroversouthampton.com,,Land Rover,,,,,
TRUE,Land Rover Southpointe,5141 Clark Road,Sarasota,FL,34233,27.26904,-82.46832,(888) 355-1237,www.landroversouthpointe.com,,Land Rover,,,,,
TRUE,Land Rover Southwest Houston,10150 Southwest Freeway,Houston,TX,77074,29.66896,-95.54984,(888) 354-9587,www.southwestlandrover.com,,Land Rover,,,,,
TRUE,Land Rover Spokane,1310 West 3rd Avenue,Spokane,WA,99201,47.65382,-117.43155,509-590-0754,www.landroverspokane.com,,Land Rover,,,,,
TRUE,Land Rover Sudbury,83 Boston Post Road,Sudbury,MA,1776,42.3627978,-71.3915697,(888) 216-1776,www.landroverofsudbury.com,,Land Rover,,,,,
TRUE,Land Rover Tampa,11301 N. Florida Avenue,Tampa,FL,33612,28.052064,-82.458316,(888) 355-4581,www.landrovertampa.net,,Land Rover,,,,,
TRUE,Land Rover Thousand Oaks,3601 Auto Mall Drive,Thousand Oaks,CA,91362,34.1640908,-118.8331032,(888) 338-1297,www.landroverthousandoaks.com,,Land Rover,,,,,
TRUE,Land Rover Tulsa,3905 S. Memorial Drive,Tulsa,OK,74145,36.1067799,-95.8859253,(888) 355-2750,www.tulsalandroveronline.com,,Land Rover,,,,,
TRUE,Land Rover Ventura,3190 Perkin Avenue,Ventura,CA,93003,34.24478,-119.2008,(888) 864-3187,www.landroverventura.net,,Land Rover,,,,,
TRUE,Land Rover Virginia Beach,2865 Virginia Beach Blvd,Virginia Beach,VA,23452-7611,36.843324,-76.070442,(888) 347-8783,www.landrovervirginiabeach.com,,Land Rover,,,,,
TRUE,Land Rover Warwick,1346 Bald Hill Road,Warwick,RI,2886,41.70058,-71.49577,(866) 984-6765,www.jakekaplanslandrover.com,,Land Rover,,,,,
TRUE,Land Rover Waukesha,1901 E. Moreland Blvd.,Waukesha,WI,53186,43.01628,-88.20746,(888) 702-9419,www.landroverwaukesha.com,,Land Rover,,,,,
TRUE,Land Rover West Chester,1568 West Chester Pike,West Chester,PA,19382,39.96591,-75.52478,(877) 250-9041,www.landroverwestchester.net,,Land Rover,,,,,
TRUE,Land Rover Westside,9600 Brookpark Road,Cleveland,OH,44129,41.4186402,-81.7526059,(888) 355-8863,www.landroverwestside.net,,Land Rover,,,,,
TRUE,Land Rover Willow Grove,900 S. York Road,Willow Grove,PA,19090,40.16078,-75.11229,(888) 451-1469,www.landroverwillowgrove.com,,Land Rover,,,,,
TRUE,Land Rover Wilmington,4310 Kirkwood Highway,Wilmington,DE,19808,39.72745,-75.6509,(888) 254-1965,www.landroverwilmington.com,,Land Rover,,,,,
TRUE,Plaza Land Rover St. Louis,11654 Olive Boulevard,Creve Coeur,MO,63141,38.6701236,-90.4401434,(888) 745-8358,www.landroverstlouis.com,,Land Rover,,,,,
TRUE,Prestige Land Rover of Paramus,405 Route 17 South,Paramus,NJ,7652,40.9482696,-74.0726137,(888) 751-2970,www.prestigelandrover.com,,Land Rover,,,,,
TRUE,Royal Land Rover Tucson,4670-2 North Circuit Drive,Tucson,AZ,85705,32.29029,-110.9812,(866) 914-0645,www.royallandrover.com,,Land Rover,,,,,
TRUE,Alderson Lexus,1302 19th Street,Lubbock,TX,79401,33.577805,-101.84924,888.211.5255,www.aldersonlexus.com,,Lexus,,,,,
TRUE,Arlington Lexus-Palatine,1285 East Dundee Road,Palatine,IL,60067,42.13912,-88.01455,888.202.4838,www.arlingtonlexuspalatine.com,,Lexus,,,,,
TRUE,Arrowhead Lexus,9238 West Bell Rd,Peoria,AZ,85382,33.638,-112.257,877-220-0464,www.arrowheadlexus.com,,Lexus,,,,,
TRUE,Balise Lexus,1385 Riverdale Street,West Springfield,MA,1089,42.140774,-72.627045,413.306.3051,www.baliselexus.com,,Lexus,,,,,
TRUE,Bay Ridge Lexus,6502 5th Avenue,Brooklyn,NY,11220,40.6365,-74.0196,877.545.5844,www.bayridgelexus.com,,Lexus,,,,,
TRUE,Bell Lexus North Scottsdale,18555 N. Scottsdale Road,Scottsdale,AZ,85255,33.655735,-111.926056,877.202.7379,www.belllexusnorthscottsdale.com,,Lexus,,,,,
TRUE,Bergstrom Lexus,3060 Victory Lane,Appleton,WI,54913,44.2912,-88.4675,888.920.2578,www.bergstromlexus.com,,Lexus,,,,,
TRUE,Berlin City Lexus of Portland,191 Riverside Street,Portland,ME,4103,43.682922,-70.32773,888.239.1137,www.lexusofportland-me.com,,Lexus,,,,,
TRUE,Bobby Rahal Lexus,6715 Carlisle Pike,Mechanicsburg,PA,17050,40.238853,-77.05464,888.208.8681,www.bobbyrahallexus.com,,Lexus,,,,,
TRUE,Bobby Rahal Lexus of Lewistown,425 Electric Ave,Lewistown,PA,17044,40.617,-77.566,(717) 248-0119,www.bobbyrahallexusoflewistown.com,,Lexus,,,,,
TRUE,Bredemann Lexus,2000 Waukegan Road,Glenview,IL,60025,42.09,-87.798,(844)242-2697,www.bredemannlexusglenview.com,,Lexus,,,,,
TRUE,Brumos Lexus of Jacksonville,10259 Atlantic Blvd.,Jacksonville,FL,32225,30.323408,-81.53384,888.432.6556,www.brumoslexusofjacksonville.com,,Lexus,,,,,
TRUE,Brumos Lexus of Orange Park,7040 Blanding Blvd.,Jacksonville,FL,32244,30.22065,-81.73706,866.698.0217,www.brumoslexusoforangepark.com,,Lexus,,,,,
TRUE,Burdick Lexus,5947 E Circle Drive,Cicero,NY,13039,43.152,-76.115,(315) 458-7800,www.burdicklexus.com,,Lexus,,,,,
TRUE,Butler Lexus,4550 Riverside Drive,Macon,GA,31210,32.91725,-83.70806,800.741.0722,www.butlerlexus.com,,Lexus,,,,,
TRUE,Charles Barker's Lexus of Newport News,12831 Jefferson Avenue,Newport News,VA,23608,37.14306,-76.52358,866.245.3997,www.charlesbarkerlexusnewportnews.com,,Lexus,,,,,
TRUE,Charles Barker's Lexus Virginia Beach,3909 Virginia Beach Blvd.,Virginia Beach,VA,23452,36.8401,-76.109634,866.250.8339,www.charlesbarkerlexusvirginiabeach.com,,Lexus,,,,,
TRUE,Chatham Parkway Lexus,1120 Chatham Parkway,Savannah,GA,31405,32.0639,-81.1587,912.231.0005,www.chathamparkwaylexus.net,www.chathamparkwaylexus.com,Lexus,,,,,
TRUE,Classic Lexus,2551  Som Center Rd.,Willoughby Hills,OH,44094,41.6,-81.439,(440) 585-9003,www.classiclexus.com,,Lexus,,,,,
TRUE,Coliseum Lexus of Oakland,7273 Oakport Street,Oakland,CA,94621,37.7508,-122.206,877.449.8875,www.coliseumlexusofoakland.com,,Lexus,,,,,
TRUE,Crown Lexus,1125 S. Kettering Drive,Ontario,CA,91761,34.052067,-117.54763,909.509.4584,www.crownlexus.com,,Lexus,,,,,
TRUE,David McDermott Lexus of New Haven,655 Main Street,East Haven,CT,6512,41.28487,-72.88599,866.535.9020,www.mcdermottlexusofnewhaven.com,,Lexus,,,,,
TRUE,DCH Lexus of Oxnard,1640 Auto Center Dr.,Oxnard,CA,93036,34.22795,-119.15715,888.295.8718,www.dchlexusofoxnard.com,,Lexus,,,,,
TRUE,DCH Lexus of Santa Barbara,350 Hitchcock Way,Santa Barbara,CA,93105,34.434906,-119.74568,877.244.0354,www.dchlexusofsantabarbara.com,,Lexus,,,,,
TRUE,Desert Lexus,68-068 Kyle Road,Cathedral City,CA,92234,33.784077,-116.472115,800.613.0871,www.desertlexus.com,,Lexus,,,,,
TRUE,Dolan Lexus,3225 Mill Street,Reno,NV,89502,39.51711,-119.77351,888.220.2585,www.dolanrenolexus.com,,Lexus,,,,,
TRUE,Dorschel Lexus,3817 W. Henrietta Road,Rochester,NY,14623,43.077,-77.642,(800) 781-0863,www.dorschellexus.com,,Lexus,,,,,
TRUE,Earnhardt Scottsdale Lexus,6905 E McDowell Road,Scottsdale,AZ,85257,33.465,-111.932,(888) 918-6557,www.scottsdalelexus.com,www.earnhardtscottsdalelexus.com,Lexus,,,,,
TRUE,Eskridge Lexus of Oklahoma City,700 W. Memorial Road,Oklahoma City,OK,73114,35.609097,-97.52582,800.633.3014,www.eskridgelexus.com,,Lexus,,,,,
TRUE,Excellence Lexus,2200 First Ave S,Seattle,WA,98134,47.58,-122.332,(206) 123-4567,www.excellencelexus.com,,Lexus,,,,,
TRUE,Flow Lexus of Greensboro,825 Norwalk Street,Greensboro,NC,27407,36.05942,-79.87084,888.356.9539,www.flowlexusofgreensboro.com,,Lexus,,,,,
TRUE,Flow Lexus of Winston and Flow Lexus of Salem/Greensboro,805 Jonestown Road,Winston-Salem,NC,27103,36.112,-80.066,(336) 231-6700,www.flowlexus.com,,Lexus,,,,,
TRUE,Flow Lexus of Winston-Salem,805 Jonestown Rd,Winston-Salem,NC,27103,36.066,-80.34,(888) 213-5543,www.flowlexusofwinston-salem.com,,Lexus,,,,,
TRUE,Freeman Lexus,2845 Corby Avenue,Santa Rosa,CA,95407,38.407833,-122.716515,855.812.1350,www.freemanlexus.com,,Lexus,,,,,
TRUE,Fresno Lexus,777 W. Palmdon Drive,Fresno,CA,93704,36.8376,-119.79469,888.218.3002,www.fresnolexus.com,,Lexus,,,,,
TRUE,Germain Lexus of Dublin,3885 W. Dublin-Granville,Dublin,OH,43017,40.098812,-83.09527,844.326.3925,www.germainlexusdublin.com,,Lexus,,,,,
TRUE,Germain Lexus of Easton,4130 Morse Crossing,Columbus,OH,43219,40.056313,-82.91809,888.827.1085,www.lexusofeaston.com,,Lexus,,,,,
TRUE,Germain Lexus of Naples,13491 N. Tamiami Trail,Naples,FL,34110,26.294174,-81.801956,888.213.4757,www.lexusofnaples.com,,Lexus,,,,,
TRUE,Haldeman Lexus of Princeton,2630 Brunswick Pike,Lawrenceville,NJ,8648,40.262,-74.721,(609) 375-1000,www.haldemanlexusofprinceton.com,,Lexus,,,,,
TRUE,Harvey Lexus of Grand Rapids,2550 28th Street SE,Grand Rapids,MI,49512,42.912,-85.605,(616) 949-1010,www.harveylexusgrandrapids.com,,Lexus,,,,,
TRUE,Hendrick Lexus,6025 E. Independence Blvd,Charlotte,NC,28212,35.177795,-80.751,888.238.2912,www.hendricklexus.com,www.hendricklexuscharlotte.com,Lexus,,,,,
TRUE,Hendrick Lexus Charleston,2424 Savannah Highway,Charleston,SC,29414,32.79631,-80.05022,843.737.6341,www.hendricklexuscharleston.com,,Lexus,,,,,
TRUE,Hendrick Lexus Kansas City,6935 W. Frontage Road,Merriam,KS,66203,39.003628,-94.69645,888.236.1738,www.hendricklexuskansascity.com,,Lexus,,,,,
TRUE,Hendrick Lexus Kansas City North,9300 NW Prairie View Road,Kansas City,MO,64153,39.26339,-94.66272,888.236.1932,www.hendricklexuskansascitynorth.com,,Lexus,,,,,
TRUE,Hendrick Lexus Northlake,10830 Northlake Auto Plaza,Charlotte,NC,28269,35.368404,-80.83139,888.508.7562,www.hendricklexusnorthlake.com,,Lexus,,,,,
TRUE,Hennessy Lexus of Atlanta,5955 Peachtree Ind. Blvd.,Atlanta,GA,30341,33.90993,-84.28999,866.388.8606,www.lexusatlanta.com,,Lexus,,,,,
TRUE,Hennessy Lexus of Gwinnett,3383 Satellite Blvd.,Duluth,GA,30096,33.96319,-84.12229,888.425.6407,www.lexusgwinnett.com,,Lexus,,,,,
TRUE,Herb Chambers Lexus,25 Providence Highway,Sharon,MA,2067,42.13615,-71.22169,888.557.6942,www.herbchamberslexus.com,,Lexus,,,,,
TRUE,Herb Chambers Lexus of Norwell,22 Pond St. Rte. 228,Norwell,MA,2061,42.173,-70.885,(866) 365-7026,www.herbchamberslexusofnorwell.com,,Lexus,,,,,
TRUE,Herrin-Gear Lexus,1685 High Street,Jackson,MS,39202,32.30307,-90.16817,800.530.7900,www.herringearlexus.com,,Lexus,,,,,
TRUE,Hilton Head Lexus,540 New River Parkway,Hardeeville,SC,29927,32.30597,-80.97266,855.255.4719,www.hiltonheadlexus.com,,Lexus,,,,,
TRUE,Hoffman Lexus,750 Connecticut Boulevard,East Hartford,CT,6108,41.769577,-72.65747,860.525.3987,www.nitra.lexusdealer.com/hoffman,,Lexus,,,,,
TRUE,Hoy Fox Lexus,11165 Gateway West,El Paso,TX,79935,31.743,-106.327,(888) 238-5997,www.hoyfoxlexus.com,,Lexus,,,,,
TRUE,Ira Lexus,99A Andover Street,Danvers,MA,1923,42.55504,-70.96475,888.808.5653,www.iralexus.com,,Lexus,,,,,
TRUE,Ira Lexus of Manchester,18 Kilton Road,Bedford,NH,3110,42.955994,-71.48178,888.808.5655,www.iralexusofmanchester.com,,Lexus,,,,,
TRUE,Jim Falk Lexus of Beverly Hills,9230 E. Wilshire Blvd,Beverly Hills,CA,90212,34.06701,-118.39298,310.274.5200,www.jimfalkbeverlyhillslexus.com,,Lexus,,,,,
TRUE,Jim Hudson Lexus,328 Killian Rd,Columbia,SC,29203,34.053,-80.979,(803) 754-9500,www.jimhudsonlexus.com,,Lexus,,,,,
TRUE,Jim Hudson Lexus-Augusta,3520 Washington Road,Martinez,GA,30907,33.516018,-82.07734,706.650.9999,www.augustalexus.com,,Lexus,,,,,
TRUE,"Jim Hudson Lexus, Columbia",328 Killian Road,Columbia,SC,29203,34.052605,-80.9805,888.720.6389,www.hudsonlexus.com,,Lexus,,,,,
TRUE,Jim White Lexus of Toledo,7505 W. Central Avenue,Toledo,OH,43617,41.67382,-83.72275,888.240.6560,www.jimwhitelexustoledo.com,,Lexus,,,,,
TRUE,JM Lexus,5350 West Sample Road,Margate,FL,33073,26.273994,-80.19555,800.805.3987,www.jmlexus.com,,Lexus,,,,,
TRUE,Johnson Lexus of Durham,1013 Southpoint Auto Park,Durham,NC,27713,35.90552,-78.95857,888.216.4429,www.johnsonlexusdurham.com,,Lexus,,,,,
TRUE,Johnson Lexus of Raleigh,5839 Capital Blvd.,Raleigh,NC,27616,35.865,-78.583,(888) 240-7435,www.johnsonlexusraleigh.com,,Lexus,,,,,
TRUE,Kendall Lexus of Alaska,6930 Old Seward Hwy.,Anchorage,AK,99518,61.158,-149.866,(855) 606-1605,www.kendalllexusofalaska.com,,Lexus,,,,,
TRUE,Kendall Lexus of Eugene,344 Goodpasture Island Rd,Eugene,OR,97401,44.07841,-123.10822,888.215.5422,www.kendalllexuseugene.com,,Lexus,,,,,
TRUE,Kenny Kent Lexus,5600  East Division,Evansville,IN,47715,37.977,-87.484,(866) 554-6160,www.kennykentlexusevansville.com,,Lexus,,,,,
TRUE,Keyes Lexus,5905 Van Nuys Blvd,Van Nuys,CA,91401,34.17767,-118.44873,818.379.4000,www.keyeslexus.com,,Lexus,,,,,
TRUE,Koons Lexus of Wilmington,2100 Pennsylvania Ave,Wilmington,DE,19806,39.756878,-75.56918,800.456.5398,www.koonslexusofwilmington.com,,Lexus,,,,,
TRUE,Kuni Lexus of Colorado Springs,604 Auto Heights,Colorado Springs,CO,80906,38.8165,-104.8323,719.387.8927,www.kunilexusofcoloradosprings.com,,Lexus,,,,,
TRUE,Kuni Lexus of Greenwood Village,5150 S. Quebec Street,Greenwood Village,CO,80111,39.622837,-104.90281,888.918.4078,www.kunilexusofgreenwoodvillage.com,,Lexus,,,,,
TRUE,Kuni Lexus of Portland,8840 S.W. Canyon Road,Portland,OR,97225,45.502834,-122.778015,,www.lexusofportland.com,www.kunilexusofportland.com,Lexus,,,,,
TRUE,Larry H Miller Lexus of Lindon,544 South Lindon Park Dri,Lindon,UT,84042,40.32741,-111.73022,855.971.9186,www.larryhmillerlexuslindon.com,,Lexus,,,,,
TRUE,Larry H. Miller Lexus Murray,5686 S. State Street,Murray,UT,84107,40.646515,-111.88827,855.845.8460,www.lhmlexus.com,,Lexus,,,,,
TRUE,Larry H. Miller Lexus Spokane,1105 W. Third Avenue,Spokane,WA,99201,47.65348,-117.42971,509.209.9986,www.larryhmillerlexusspokane.com,,Lexus,,,,,
TRUE,Len Stoler Lexus,11311 Reisterstown Rd,Owings Mills,MD,21117,39.433548,-76.79714,888.377.4645,www.lenstolerlexus.com,,Lexus,,,,,
TRUE,Lexus Carlsbad,5444 Paseo Del Norte,Carlsbad,CA,92008,33.12995,-117.32563,888.216.8744,www.lexuscarlsbad.com,,Lexus,,,,,
TRUE,Lexus de Pembroke Pines,16150 Pines Blvd.,Pembroke Pines,FL,33027,26.007,-80.362,877-351-7103,www.lexusofpembrokepinesspanish.com,,Lexus,,,,,
TRUE,Lexus Dealer Website Program,Contact Lexus eCare,Seattle,WA,98123,50,-50,888-465-5583,www.lexusdealerlaunchsite.com,,Lexus,,,,,
TRUE,Lexus Demo PS Automation 5,2200 First Ave S,Seattle,WA,98134,1,1,(111) 111-1111,www.lexusautomation5.com,,Lexus,,,,,
TRUE,Lexus Demo PS QA 2,2200 first ave S,seattle,WA,98134,47.567,-123.334,(111) 111-1111,www.lexuspsqa2.com,,Lexus,,,,,
TRUE,Lexus El Cajon,1000 Arnele Avenue,El Cajon,CA,92020,32.80394,-116.9744,619.440.5398,www.lexuselcajon.com,,Lexus,,,,,
TRUE,Lexus Escondido,1205 Auto Park Way,Escondido,CA,92029,33.108044,-117.09681,888.367.3035,www.lexusescondido.com,,Lexus,,,,,
TRUE,Lexus Monterey Peninsula,1721 Del Monte Blvd,Seaside,CA,93955,36.61132,-121.84914,877.204.2818,www.lexusmontereypeninsula.com,,Lexus,,,,,
TRUE,Lexus North Shore,1433 W. Silver Spring Drive,Glendale,WI,53209,43.119,-87.929,(888) 217-6729,www.lexusnorthshore.com,,Lexus,,,,,
TRUE,Lexus of Akron Canton,1000 Interstate Parkway,Akron,OH,44312,40.979,-81.486,(866) 280-4099,www.lexusofakron-canton.com,,Lexus,,,,,
TRUE,Lexus of Albuquerque,4821 Pan Amer. Freeway NE,Albuquerque,NM,87109,35.13815,-106.60159,888.217.7052,www.lexusofalbuquerque.com,,Lexus,,,,,
TRUE,Lexus of Ann Arbor,590 Auto Mall Drive,Ann Arbor,MI,48103,42.284977,-83.80924,734.996.1662,www.lexusofannarbor.com,,Lexus,,,,,
TRUE,Lexus of Atlantic City,3169 Fire Road,Egg Harbor Township,NJ,8234,39.38651,-74.56916,866.483.1222,www.lexusofatlanticcity.com,,Lexus,,,,,
TRUE,Lexus of Austin,9910 Stonelake Blvd,Austin,TX,78759,30.393,-97.742,(512) 343-3400,www.lexusofaustin.com,,Lexus,,,,,
TRUE,Lexus of Bellevue,101 116th Ave SE,Bellevue,WA,98004,47.609,-122.186,(888) 366-8180,www.lexusofbellevue.com,,Lexus,,,,,
TRUE,Lexus of Bridgewater,1550 Rt. 22 East,Bridgewater,NJ,8807,40.5746,-74.5575,866.209.3824,www.lexusofbridgewater.com,,Lexus,,,,,
TRUE,Lexus of Brookfield,20001 West Bluemound,Brookfield,WI,53045,43.036007,-88.161674,888.218.0403,www.lexusofbrookfield.com,,Lexus,,,,,
TRUE,Lexus of Cerritos,18800 Studebaker Road,Cerritos,CA,90703,33.86015,-118.09952,562.263.7857,www.cerritoslexus.com,,Lexus,,,,,
TRUE,Lexus of Chandler,7430 W Orchid Lane / %PHONE% (Sales) / %SERVICE_PHONE% (Service),Chandler,AZ,85226,33.323,-111.971,866-369-6357,www.lexusofchandler.com,,Lexus,,,,,
TRUE,Lexus of Chattanooga,5800 Lee Highway,Chattanooga,TN,37421,35.02,-85.202,(855) 232-8010,www.lexusofchattanooga.com,,Lexus,,,,,
TRUE,Lexus of Cherry Hill,1230 Route 73 South,Mt. Laurel,NJ,8054,39.9217,-74.94757,888.473.4084,www.lexusofcherryhill.com,,Lexus,,,,,
TRUE,Lexus of Chester Springs,400 Pottstown Pike,Chester Springs,PA,19425,40.0898,-75.6927,610.321.8000,www.lexusofchestersprings.com,,Lexus,,,,,
TRUE,Lexus of Clear Lake,18160 Gulf Freeway,Houston,TX,77546,29.558,-95.159,(888) 259-3821,www.lexusclearlake.com,,Lexus,,,,,
TRUE,Lexus of Clearwater,27547 U.S. Highway 19 N.,Clearwater,FL,33761,28.0226,-82.7378,727.231.1443,www.lexusofclearwater.com,,Lexus,,,,,
TRUE,"Lexus of Concord, LLC",2001 Market Street,Concord,CA,94520,37.97794,-122.04234,925.682.3033,www.lexusofconcord.com,,Lexus,,,,,
TRUE,Lexus of Cool Springs,1636 Westgate Circle,Brentwood,TN,37027,35.968204,-86.80492,855.876.1165,www.lexusofcoolsprings.com,,Lexus,,,,,
TRUE,Lexus of Dayton,8111 Yankee St,Centerville,OH,45458,39.631,-84.2,(888) 220-4313,www.lexusofdayton.com,,Lexus,,,,,
TRUE,Lexus of Edison,711 U.S. Route 1 South,Edison,NJ,8817,40.51222,-74.38201,877.300.4810,www.lexusofedison.com,,Lexus,,,,,
TRUE,Lexus of Englewood,53-59 Engle Street,Englewood,NJ,7631,40.894524,-73.97216,201.564.4144,www.lexusenglewood.com,,Lexus,,,,,
TRUE,Lexus of Ft. Wayne,5920 Illinois Road,Fort Wayne,IN,46804,41.075,-85.217,(888) 265-7136,www.lexusofftwayne.com,,Lexus,,,,,
TRUE,Lexus of Glendale,1221 S. Brand Blvd.,Glendale,CA,91204,34.13137,-118.2549,800.640.4479,www.lexusofglendale.com,,Lexus,,,,,
TRUE,Lexus of Greenville,2660 Laurens Road,Greenville,SC,29607,34.819595,-82.34106,888.392.9040,www.lexusofgreenville.com,,Lexus,,,,,
TRUE,Lexus of Greenwich,19 Railroad Avenue,Greenwich,CT,6830,41.02172,-73.624954,203.869.6700,www.lexusofgreenwich.com,,Lexus,,,,,
TRUE,Lexus of Henderson,7736 Eastgate Road,Henderson,NV,89011,36.0478,-115.0193,702.228.7736,www.lexusofhenderson.com,,Lexus,,,,,
TRUE,Lexus of Highland Park,2930 Skokie Valley Road,Highland Park,IL,60035,42.202866,-87.83453,847.999.0095,www.lexusofhighlandpark.com,,Lexus,,,,,
TRUE,Lexus of Huntsville,6580 University Dr,Huntsville,AL,35806,34.749,-86.694,(800) 721-9560,www.lexusofhuntsville.com,,Lexus,,,,,
TRUE,Lexus of Kendall,10775 S. Dixie Hwy.,Miami,FL,33156,25.669,-80.323,(888) 257-4654,www.lexusofkendall.com,,Lexus,,,,,
TRUE,Lexus of Kingsport,2527 East Stone Drive,Kingsport,TN,37660,36.548416,-82.49691,800.888.3987,www.lexusofkingsport.com,,Lexus,,,,,
TRUE,Lexus of Knoxville,10315 Parkside Drive,Knoxville,TN,37922,35.908424,-84.12081,866.723.2214,www.lexusofknoxville.com,,Lexus,,,,,
TRUE,Lexus of Lansing,5575  S. Pennsylvania Ave,Lansing,MI,48911,42.675,-84.538,(517) 394-8000,www.lexusoflansing.com,,Lexus,,,,,
TRUE,Lexus of Las Vegas,6600 W. Sahara Blvd.,Las Vegas,NV,89146,36.14416,-115.2361,702.942.6600,www.lexusoflasvegas.com,,Lexus,,,,,
TRUE,Lexus of Lehigh Valley,4500 Broadway,Allentown,PA,18104,40.58721,-75.55377,800.244.3606,www.lexusoflehighvalley.com,,Lexus,,,,,
TRUE,Lexus of Louisville,2400 Blankenbaker Parkway,Louisville,KY,40299,38.20191,-85.53751,877.512.6633,www.lexusoflouisville.com,,Lexus,,,,,
TRUE,Lexus of Madison,8000 Airport Road,Middleton,WI,53562,43.11137,-89.52117,800.651.4539,www.lexusofmadison.com,,Lexus,,,,,
TRUE,Lexus of Manhattan,662 11th avenue,New York,NY,10036,40.7641722,-73.9955486,(877) 446-1183,www.lexusofmanhattan.com,,Lexus,,,,,
TRUE,Lexus of Maplewood,3000 Highway 61 North,Maplewood,MN,55109,45.03196,-93.04522,888.218.7178,www.lexusofmaplewood.com,,Lexus,,,,,
TRUE,Lexus of Marin,513 Francisco Blvd East,San Rafael,CA,94901,37.967,-122.516,(415) 460-6000,www.lexusmarin.com,,Lexus,,,,,
TRUE,Lexus of Massapequa,4950 Sunrise Highway,Massapequa Park,NY,11762,40.677708,-73.44947,866.434.2092,www.lexusofmassapequa.com,,Lexus,,,,,
TRUE,Lexus of Melbourne,6927 Bromley Drive,Viera,FL,32940,28.235582,-80.72545,855.648.7700,www.lexusofmelbourne.com,,Lexus,,,,,
TRUE,Lexus of Memphis,2600 Ridgeway Road,Memphis,TN,38119,35.07853,-89.85892,888.203.4049,www.lexusofmemphis.com,,Lexus,,,,,
TRUE,Lexus of Merrillville,3957  US 30 Hwy,Merrillville,IN,46410,41.472,-87.385,(866) 589-9533,www.lexusofmerrillville.com,,Lexus,,,,,
TRUE,Lexus of Mishawaka,4325 North Grape Road,Mishawaka,IN,46545,41.692776,-86.187355,888.220.0631,www.lexusofmishawaka.com,,Lexus,,,,,
TRUE,Lexus of Mobile,3024 Government Blvd.,Mobile,AL,36606,30.657421,-88.11386,888.220.0922,www.lexusofmobile.com,,Lexus,,,,,
TRUE,Lexus of Mt. Kisco,275 Kisco Ave,Mount Kisco,NY,10549,41.21812,-73.7257,914.241.3500,www.lexusofmtkisco.com,,Lexus,,,,,
TRUE,Lexus of Naperville,2480 Aurora Ave,Naperville,IL,60540,41.763,-88.195,(866) 740-6560,www.lexusofnaperville.com,,Lexus,,,,,
